title,origin,is_question,has_keyword,has_number,avg_word_length,count_words,label
Indonesien: Bevölkerung protestiert gegen Anti-Pornographie Gesetz,wiki,0,0,0,9,6,1
Oettinger nimmt Kernaussagen seiner Gedenkrede für Filbinger zurück,wiki,0,0,0,7,8,1
Die heißesten Formel-1-Fahrer,promi,0,0,1,6,2,0
China erlässt Ausfuhrbeschränkungen für seltene Erden,wiki,0,0,0,8,6,1
Ganzkörperscanner an US-Flughäfen werden abgebaut,wiki,0,0,0,8,5,1
Beatrice Egli: Nackt im Playboy? ,bravo,1,0,0,5,5,0
Nach Karl Dalls Tod: So rührend verabschiedet sich seine Tochter,promi,0,1,0,5,10,0
Unabhängigkeit vom Öl – Israel plant Elektroauto-Netzwerk,wiki,0,0,0,7,7,1
Barbara Schöneberger: Plötzlich pummelig?,promi,1,0,0,9,4,0
Warum alle Mädchen entweder bi oder lesbisch sind!,bravo,0,1,0,5,8,0
Die Stadt New York verkauft Brücke für einen US-Dollar,wiki,0,0,0,5,9,1
TV-Shows Quiz,promi,0,1,0,5,2,0
SDL-Jennifer Siemann: Diese Szenen waren besonders emotional,promi,0,1,0,7,7,0
G8-Gipfel: Einigung beim Klimaschutz,wiki,0,0,0,7,3,1
Amazon Prime: Die besten Serien der letzten Jahre ,movie,0,1,0,5,8,0
"Joko und Klaas: Diese Jobs hatten sie, bevor sie berühmt wurden",promi,0,1,0,4,11,0
UEFA Euro 2012: Deutschland nach 2:1 gegen die Niederlande mit einem Bein im Viertelfinale,wiki,0,0,1,5,12,1
Til Schweiger: So erwachsen ist sein Sohn Valentin heute,promi,0,1,0,5,9,0
Terrorangriff in El Paso – Demokraten geben Donald Trump Mitschuld,wiki,0,0,0,5,10,1
Neunter Spieltag der Fußball-Bundesliga in der Saison 2010/11,wiki,0,0,0,6,7,1
Dresdner Waldschlösschenbrücke: Neue Brückenkonstruktion soll Welterbetitel retten,wiki,0,1,0,10,7,1
Verein „Mehr Demokratie“: Direkte Demokratie in Baden-Württemberg mangelhaft,wiki,0,1,0,8,8,1
Erkennt ihr diesen Serien-Star?,promi,1,0,0,6,4,0
Ödp Heilbronn veranstaltet Eisblockwette,wiki,0,0,0,9,4,1
München: Kondolenzbuch für Elisabeth Volkmann,wiki,0,0,0,8,5,1
"""Baldur’s Gate 3"": Rollenspiel-Epos erscheint für PC und Google
",movie,0,0,1,6,8,0
Berühmte Kinder: So sehen sie heute aus,promi,0,1,0,4,7,0
Spielte Herzogin Meghan weit vor Verlobung auf Ehe mit Harry an?,promi,1,0,0,4,11,0
Treuhandmodell für Opel sorgt für Diskussionen,wiki,0,0,0,6,6,1
Schwester der Queen: So verstarb Prinzessin Margaret,promi,0,1,0,6,7,0
Raumfähre Discovery dockt an Internationale Raumstation an,wiki,0,0,0,7,7,1
8 schnelle und einfache Snacks mit Blätterteig,heftig,0,0,1,6,6,0
Société Générale – über 800 Schwarzgeldkonten aufgeflogen,wiki,0,0,0,8,6,1
Stefan Raab spricht über seine neue Show,promi,0,1,0,4,7,0
Justin Bieber & Selena Gomez: Darum ist NIE richtig Schluss!,bravo,0,1,0,5,9,0
Prinz William und Herzogin Kate: So erziehen sie ihre Kinder,promi,0,1,0,5,10,0
"Hast Du nicht etwas vergessen, Sylvie Meis? ",webde,1,0,0,5,7,0
Tasmanischer Teufel ist vom Aussterben bedroht,wiki,0,0,0,6,6,1
Die Vogelgrippe ist in Bayern und Schweden angekommen,wiki,0,0,0,5,8,1
Venezuela: Präsident Chávez regiert per Dekret,wiki,0,0,0,6,6,1
Internetapotheken: Versand rezeptpflichtiger Medikamente legal,wiki,0,0,0,11,5,1
Was ist da los? Barbara Schöneberger mit viel Pelz am Bein,promi,1,0,0,4,11,0
Einer der seltensten Vögel der Welt erstmals erforscht,wiki,0,0,0,5,8,1
Tausende Tote nach verheerendem Erdbeben in Haiti,wiki,0,0,0,6,7,1
Jenny Elvers: So kümmert sich der Star bei Instagram um seine Fans ,webde,0,1,0,4,12,0
Love Island: Gleich 2 Paare machen Schluss vor der Paarungszeremonie ,movie,0,0,1,6,9,0
Thüringen: 2. NSU-Untersuchungsausschuss beendet Arbeit,wiki,0,0,1,11,4,1
Sarah Lombardi Quiz,promi,0,1,0,5,3,0
Dixie D’Amelio & Noah Beck: Ist das die Liebes-Bestätigung?,bravo,1,0,0,5,8,0
"Schauspieler, die in Hollywood nicht mehr gecastet werden",promi,0,1,0,6,8,0
Die besten Looks der MTV VMAs,promi,0,1,0,4,6,0
So hatte sich Schlagersängerin Vanessa Mai ihren Urlaub nicht vorgestellt ,webde,0,1,0,6,10,0
China: 81-jähriger Schriftsteller nach kritischem Artikel verhaftet,wiki,0,0,0,8,6,1
Diese zehn Dinge veränderte Lady Diana im britischen Königshaus,promi,0,1,0,6,9,0
Machtwechsel auf Kuba: Fidel Castro gibt vorübergehend Regierungsverantwortung ab,wiki,0,0,0,8,9,1
IT-Dienstleister der gesetzlichen Unfallversicherung unter Verdacht der Verletzung des Bundesdatenschutzgesetzes,wiki,0,0,0,10,10,1
Erinnert ihr euch noch? Vor 10 Jahren gewannen Sophia Thomalla und Massimo Sinato „Let's Dance“,promi,1,0,1,5,14,0
Kinderbildungsgesetz NRW soll die frühkindliche Betreuung verbessern,wiki,0,0,0,8,7,1
Owen Wilson: Darum hat er eine krumme Nase,promi,0,1,0,4,8,0
Kaiserslautern: Fußgängerin totgefahren,wiki,0,0,0,12,3,1
Seltenes Foto: So sehen die Kids von Michael Jackson ( †50) heute aus,promi,0,1,0,4,12,0
Rihanna und ASAP Rocky: Heiße Liebes-Nacht?,bravo,1,0,0,5,6,0
Gutes erstes Quartal für ThyssenKrupp,wiki,0,0,0,6,5,1
VW will vorerst auf die Markteinführung von Elektroautos verzichten,wiki,0,0,0,6,9,1
Michael Wendler teast sein neues Album an – doch wo ist Laura?,promi,1,0,0,4,12,0
Rate-Star: Welcher Hollywood-Hottie ist DAS?,promi,1,0,0,7,5,0
DSDS-Shirin David: So kommt die neue Jurorin bei den Fans an,promi,0,1,0,4,11,0
"Die besten Halloween-Filme, Teil 2",promi,0,1,1,6,4,0
Angriff auf FDP-Website – Partei will Strafanzeige stellen,wiki,0,0,0,6,8,1
"""The Taste"" im TV-Programm heute Abend bei Sat.1 ",movie,0,0,1,4,7,0
Ägypten: Massenproteste halten trotz Ausgangssperre an,wiki,0,0,0,8,6,1
Grönland hat die größten Kommunen,wiki,0,0,0,5,5,1
Jenefer Riili: Zieht der BTN-Star für das Baby nach München?,bravo,1,0,0,4,10,0
Erkannt? Daniela Katzenberger zeigt ihre Naturhaarfarbe - und die ist braun,promi,1,0,0,6,10,0
Selena Gomez: Datet sie Niall Horan? 💑,bravo,1,0,0,4,7,0
Witz-Eklat bei Bernd Stelter: Strahlt der WDR die Karnevalsaufzeichnung aus? ,webde,1,0,0,6,10,0
Herzogin Kate: Darum wollte Prinz William Baby No. 3 wohl nicht!  ,movie,0,1,1,5,10,0
Wachsende Besorgnis über Dollarschwäche – Euro auf Allzeithoch,wiki,0,0,0,6,8,1
Literaturkritiker Reich-Ranicki erhielt Ehrendoktorwürde der Universität Tel Aviv,wiki,0,0,0,9,8,1
Erkannt? Diese deutschen Stars sind die Stimmen von „Findet Nemo“ ,promi,1,1,0,5,10,0
So heißt Evelyn Burdecki eigentlich,promi,0,1,0,6,5,0
"Wahlergebnis in Nigeria: Präsident jubelt, Opposition tobt",wiki,0,0,0,7,7,1
„Matrix“-„Trinity“: Was wurde aus Carrie-Anne Moss?,promi,1,0,0,7,6,0
"Pretty Litte Liars: 1. Trailer zur Fortsetzung „The
",movie,0,0,1,5,7,0
Ehren-Oscar für US-Regisseur Robert Altman,wiki,0,0,0,7,5,1
Viel heißer geht es nicht mehr ,webde,0,1,0,4,6,0
Umfrage in Israel: Olmert soll zurücktreten,wiki,0,0,0,6,6,1
Prinz Georges erster Schultag: So viel kostet seine Uniform,promi,0,1,0,5,9,0
Kinder in Panama sollen in Zukunft Chinesisch lernen,wiki,0,0,0,5,8,1
Deutsches „X Factor“: So waren die Quoten und die Fan-Meinungen ,promi,0,1,0,5,10,0
Iran lässt deutsche Reporter frei,wiki,0,0,0,5,5,1
Vloggie Williams Episode 1: Robbie Williams spricht über seine Essstörung ,webde,0,0,1,6,9,0
"10 Podcasts, die du unbedingt hören solltest",bravo,0,0,1,5,6,0
Kylie Jenner: So sah sie vor den Beauty-Ops aus!,bravo,0,1,0,4,9,0
"„Harry Potter“-Stars, die man heute nicht mehr wiedererkennt",promi,0,1,0,6,8,0
“Dark”: Hat die Serie die Zukunft vorausgesagt?,bravo,1,0,0,5,7,0
Diese Influencerin trinkt ihre eigene Muttermilch,bravo,0,1,0,7,6,0
Camila Cabello und Shawn Mendes in Unterwäsche auf der Bühne?,bravo,1,0,0,5,10,0
GDL-Verhandlungen gescheitert: Lokführer streiken,wiki,0,0,0,11,4,1
Achte Nacht in Pariser Vorstädten bringt weitere Randale,wiki,0,0,0,6,8,1
Die Geissens: Pleite? Das haben sie mit ihrer Yacht vor,promi,1,0,0,4,10,0
"Slowenien gewinnt gegen Island, Schweden blamiert sich",wiki,0,0,0,6,7,1
Mike Singer: Lässt er seine Fans im Stich?,bravo,1,0,0,4,8,0
Schleswig-Holstein: Peter Harry Carstensen verliert Vertrauensfrage: Weg für Neuwahlen ist frei,wiki,0,0,0,7,11,1
Klage gegen Ungerechtigkeit bei Ökostrom-Abgabe,wiki,0,0,0,8,5,1
XXL-Babybauch: Neue Bilder von Herzogin Meghan ,promi,0,1,0,6,6,0
Mila Kunis - total entspannt in der 2. Schwangerschaft ,webde,0,0,1,6,7,0
Bahnhöfe des Jahres 2006: Hamburg Dammtor und Oberstdorf,wiki,0,0,0,6,7,1
Taliban lassen alle südkoreanischen Geiseln in Afghanistan frei,wiki,0,1,0,7,8,1
Herzogin Meghan: So sieht ihr eigenes Wappen aus ,promi,0,1,0,5,8,0
„Cash Trapping“ auf dem Vormarsch,wiki,0,0,0,5,5,1
Dieter Bohlen Quiz,promi,0,1,0,5,3,0
„Nikola“: Das wurde aus den Darstellern der Serie – Teil 2,promi,0,0,1,4,10,0
„Zurück in die Zukunft“ Quiz,promi,0,1,0,4,5,0
Ursache für Brückeneinsturz bei „Frequency-Festival“ bekannt,wiki,0,0,0,9,6,1
DSDS 2016: DIESE Kandidatin hätte wirklich die Chancen zu gewinnen.,bravo,0,1,0,5,9,0
Ausnahmezustand in Georgien – Neuwahlen im Januar,wiki,0,0,0,6,7,1
Hockey-Weltmeisterschaft: Deutsches Team jubelt über Gold,wiki,0,0,0,8,6,1
Valentina und Cheyenne Pahde als Kinder: Hättet ihr sie erkannt?,promi,1,0,0,5,10,0
Nordkorea mäßigt seinen Ton im Streit um Nuklearwaffen,wiki,0,0,0,5,8,1
Britisches Dschungelcamp nicht in Australien - zieht Deutschland mit?,promi,1,0,0,7,8,0
Orange is the New Black: Geht es doch weiter? | Netflix ,movie,1,0,0,4,10,0
Bagdad wieder erschüttert vom Terror,wiki,0,0,0,6,5,1
TV-Liebespaare Quiz,promi,0,1,0,8,2,0
Erneut 28 Tote durch Bombenanschläge im Irak,wiki,0,0,0,6,6,1
Schauspielerin Silvia Seidel überraschend gestorben,wiki,0,0,0,9,5,1
Brad Pitt und Sienna Miller: Sind sie ein Paar? ,webde,1,0,0,4,9,0
5 ganz besondere Fakten über das erste Baby von Harry & Meghan ,promi,0,0,1,4,10,0
Chilenische Studenten demonstrieren für Bildungsreformen,wiki,0,0,0,10,5,1
Jerry Lewis: So geht es der Hollywood-Legende heute,promi,0,1,0,5,8,0
Deutsche Bahn: Hopperticket kostet bald sechs Euro,wiki,0,0,0,6,7,1
Felix van Deventer: Nach Sturz von Balkon ist er nicht mehr in Klinik ,webde,0,1,0,4,13,0
Nach Explosionen beim BVB-Bus: Polizei geht von terroristischem Motiv aus,wiki,0,0,0,6,10,1
"Elijah Wood über ""Cooties"": ""Alle Kinder wissen, was ein Zombie ist"" ",webde,0,1,0,4,11,0
Auch Schwedens Polizei ist jetzt in Erklärungsnot,wiki,0,0,0,6,7,1
Die Durchleuchtung der chinesischen Bürger geht weiter,wiki,0,0,0,6,7,1
Backstreet Boys Name: Darum heißt die Band so,promi,0,1,0,4,8,0
12 spannende Fakten über die neue DSDS-Jury – Teil 1,promi,0,1,1,4,8,0
Dschungelcamp 2019 – Tag 8: Evelyn und die „Erdmännchen-Partys“,promi,0,0,1,6,7,0
USA: Ab kommenden Dienstag werden wieder Todesstrafen vollstreckt,wiki,0,0,0,7,8,1
So verliebt: Heidi Klum und Tom Kaulitz schmusen am Strand,promi,0,1,0,4,10,0
Japan: „Selbstverteidigungsagentur“ in Verteidigungsministerium umgewandelt,wiki,0,0,0,14,5,1
7 schaurig-schöne Halloween Rezepte für die Halloween Party,heftig,0,0,1,7,7,0
Wencke Myhre hat keine Angst mehr ,webde,0,1,0,4,6,0
Costas Tore bringen FC Chelsea nach vorn,wiki,0,0,0,4,7,1
Nürnberger Ingenieurbüro ist am Bau des höchsten Gebäudes in Europa beteiligt,wiki,0,0,0,6,11,1
„Percy Jackson“-Darsteller Logan Lerman: So erwachsen ist er mittlerweile,promi,0,1,0,7,9,0
Neue Umfrage: Herzogin Meghan vs. Herzogin Kate – wer ist beliebter? ,promi,1,1,0,5,11,0
Millionenschaden durch Tornado in Hessen,wiki,0,0,0,7,5,1
BAB 92 bei Eching: 33 Personen bei Busunfall verletzt,wiki,0,0,0,5,7,1
Thailand: Thai-Rak-Thai-Mitglieder suchen neue organisatorische Basis,wiki,0,1,0,10,6,1
Oana Nechiti und Erich Klann: Baby Nr. 2 | Jetzt ist es raus! ,movie,0,0,1,4,11,0
Fernsehsender beobachten die Flut in Dresden,wiki,0,0,0,6,6,1
7 Filme für den perfekten Weihnachtsabend,promi,0,0,1,7,5,0
"""Fast and the Furious 8"": Diese Rolle hat Paul Walker im Film! ",movie,0,1,1,4,11,0
Big Bang Theory: Johnny Galecki zurück zu „Roseanne“? ,movie,1,0,0,5,8,0
„Mühlhäuser“ ist insolvent,wiki,0,0,0,8,3,1
Zwei Jahre und drei Monate Haft für Pfahls,wiki,0,0,0,4,8,1
„Der kleine Lord“: So sieht Ricky Schroder heute aus,promi,0,1,0,4,9,0
DSDS 2017: Bikini-Alarm! So sexy zeigen sich die Recall-Kandidaten,bravo,0,1,0,6,8,0
Cheng Loew: Wird der YouTuber Vater?,bravo,1,0,0,4,6,0
Bachelor-Chaos: Steht Daniel Völz jetzt doch auf Nadine Klein?,bravo,1,0,0,5,9,0
„Dallas“-Star Linda Gray: So geht es ihr heute,promi,0,1,0,4,8,0
„Eine schrecklich nette Familie“: Was wurde aus Nachbar „Jefferson“?,promi,1,0,0,6,9,0
Ist GTA IV wirklich das beste Spiel aller Zeiten?,wiki,1,0,0,4,9,1
David Friedrich: Was läuft da mit GNTM-Zoe? ,movie,1,0,0,4,7,0
Swantje Hartmann vom Vorstand der niedersächsischen SPD-Landtagsfraktion zurückgetreten,wiki,0,0,0,9,8,1
Jürgen Vietor gibt Bundesverdienstkreuz zurück,wiki,0,0,0,8,5,1
"Neuer ""Alles was zählt""-Vorspann verrät: Diese Rollen sind weiter
",movie,0,1,0,5,9,0
Tödlicher Arbeitsunfall im Chemiewerk Langelsheim,wiki,0,0,0,9,5,1
Neuer Tropensturm gefährdet die Bahamas,wiki,0,0,0,7,5,1
Otto Waalkes: Seine 10 besten Sprüche,promi,0,1,1,5,5,0
Jahresrückblick - Skandale 2015: Diese Promis sorgten 2015 für Schlagzeilen,promi,0,1,0,8,7,0
Reinhold Gall: „Polizeigesetz ist von einem Geist der Stärkung der Eingriffsbefugnisse des Staates geprägt“,wiki,0,0,0,6,14,1
Filmproduzent Tony Adams ist tot,wiki,0,0,0,5,5,1
Medwedew Sieger der russischen Präsidentschaftswahlen 2008,wiki,0,0,0,9,5,1
Afghanische Politikerin in Kandahar erschossen,wiki,0,0,0,8,5,1
„Zuhause im Glück“ nach Absetzung weiter schauen: So geht’s! ,movie,0,1,0,5,9,0
Was wurde eigentlich aus MTV-Star Tila Tequila? ,promi,1,0,0,5,7,0
Agrarminister von Guyana wurde in seinem Haus erschossen,wiki,0,0,0,6,8,1
Japan: 64-jähriger Boss einer Yakuza-Bande kommt gegen 15 Millionen Euro Kaution frei,wiki,0,0,0,5,10,1
Syrische Regierung: 120 tote Sicherheitskräfte bei „Massaker“,wiki,0,0,0,8,6,1
"Großes Herz: 4 Stars, die ihre eigene Charity haben",promi,0,0,1,5,8,0
„Der Prinz aus Zamunda“: Was macht Shari Headley alias „Lisa McDowell“ heute?,promi,1,0,0,5,12,0
Methangasexplosion in russischem Kohlebergwerk fordert viele Menschenleben,wiki,0,0,0,9,7,1
„Bauer sucht Frau“: Diese Paare haben sich getrennt ,promi,0,1,0,5,8,0
Lambrecht: ICE wird von Müllauto aufgeschlitzt – 15 Verletzte,wiki,0,0,0,6,8,1
Griechenland will Grenze zur Türkei befestigen,wiki,0,0,0,6,6,1
183 Gewahrsamnahmen von „Braunschweiger Chaoten“ nach Derby mit Hannover 96,wiki,0,0,0,7,8,1
Indien will sich an internationaler Kernfusionsanlage ITER beteiligen,wiki,0,0,0,7,8,1
Deutschland: Gewerkschaften kündigen Warnstreiks gegen RWE an,wiki,0,0,0,7,7,1
Drastischer Preisanstieg bei Milch und Milchprodukten,wiki,0,0,0,8,6,1
Sieben Tote bei Zugunglück in Tschechien,wiki,0,0,0,5,6,1
HSM-Reunion: Darum ist Zac nicht dabei! ,bravo,0,1,0,5,6,0
Stefanie Giesinger & Marcus Butler: Ziehen das Model und der Youtuber in eine Wohnung? ,webde,1,0,0,5,13,0
Weltweites Entsetzen über israelischen Angriff auf Kana: 54 Tote,wiki,0,0,0,6,8,1
Ende der Monarchie in Nepal beschlossen,wiki,0,0,0,5,6,1
Top oder Flop? Überzeugt euch Prinzessin Victoria in diesem Kleid?,promi,1,0,0,5,10,0
Spanischer Automarkt mit starkem Start ins neue Jahr,wiki,0,1,0,5,8,1
Nicki Minaj: Ist Cardi B schuld am Karriere-Aus? ,bravo,1,0,0,4,8,0
Warnstreik bei Berliner Verkehrsbetrieben schon Freitag und Samstag,wiki,0,0,0,7,8,1
"""Pretty Little Liars""-Star Troian Bellisario: 1. Babyfoto mit Patrick
",movie,0,0,1,6,8,0
"""Jurassic World 3"": Erstes Bild und dramatische Details zum
",movie,0,0,1,5,8,0
Lena Gercke: Keine Fake-Bilder mehr auf Instagram,promi,0,1,0,5,7,0
Ist das ein Hund oder ein Hase?,bravo,1,0,0,3,7,0
Streit um Internethoheit,wiki,0,0,0,7,3,1
Fukushima: Verstrahlte Region wahrscheinlich auf Dauer unbewohnbar,wiki,0,0,0,8,7,1
Baden-württembergische SPD fordert GEZ-Spartarif für Internet-PCs,wiki,0,0,0,9,6,1
Massenproteste gegen Wahl in Russland,wiki,0,0,0,6,5,1
Ladenschluss fällt auch in NRW,wiki,0,0,0,5,5,1
"Deutsche Stars: Damals schüchtern, heute selbstbewusst – Teil 1",promi,0,0,1,6,8,0
„Kevin Can Wait“: Wurde „Donna“ etwa ermordet? ,promi,1,0,0,5,7,0
Genua: Haftstrafen gegen vier serbische Hooligans ausgesprochen,wiki,0,0,0,8,7,1
Donatella Versace in jungen Jahren: So anders sah sie früher aus,promi,0,1,0,4,11,0
München: Haftentlassener schlägt 82-jährigen Rentner nieder,wiki,0,0,0,8,5,1
Hans Schlegel fliegt als zweiter Deutscher zur ISS,wiki,0,0,0,5,8,1
Fußball-WM: Italien spielt unentschieden gegen Neuseeland,wiki,0,0,0,8,6,1
Fotostrecke: 25.000 gedenken marschierend dem Massaker von Tlatelolco,wiki,0,0,0,7,7,1
So schick sieht man sie selten: Anna Heiser im schwarzen Abenddress,promi,0,1,0,5,11,0
"""Die Krankenschwestern"": Darum geht es im ""In aller
",movie,0,1,0,5,8,0
Sechster Spieltag der Fußball-Bundesliga 2006/07,wiki,0,0,0,9,4,1
Kaiserslautern-Dansenberg: Einbruch ohne Diebstahl,wiki,0,0,0,11,4,1
Faule Schiffskredite auf Kosten der Steuerzahler,wiki,0,0,0,7,6,1
Diese 7 Kleidungsstücke solltest du keinesfalls wegwerfen,promi,0,1,1,8,6,0
So groß und so süß: Sophia Cordalis kaum wiederzuerkennen,promi,0,1,0,5,9,0
Sind die Behörden in Deutschland überlastet?,wiki,1,0,0,6,6,1
Starb Leslie Carter an Überdosis? ,webde,1,0,0,5,5,0
Rückblick: Diese deutschen Stars haben sich 2020 getrennt,promi,0,1,0,6,7,0
WOW! „The Voice“-Gewinnerin Natia: so anders sieht sie ohne Rastas aus,promi,0,1,0,5,11,0
Georgisches Außenministerium bestellt vatikanischen Botschafter ein,wiki,0,0,0,10,6,1
Am Kisten packen? - Wo waren Máxima und Familie über Weihnachten?,promi,1,0,0,5,10,0
Portugal bittet die Europäische Union um Finanzhilfen,wiki,0,0,0,6,7,1
München: Sommertollwood 2011 hat begonnen,wiki,0,0,0,8,4,1
Hubschrauberabsturz in Niestetal: Pilot weiterhin im Koma,wiki,0,0,0,7,7,1
Entführte deutsche Frau in Kabul befreit,wiki,0,0,0,5,6,1
Missverständliche Intel-Dokumentation führt zur Sicherheitslücke bei vielen Systemen,wiki,0,0,0,9,8,1
Shania und Davina Geiss als doppeltes Lottchen: So ähnlich sehen sich die Schwestern ,promi,0,1,0,5,13,0
Mutter des ersten Retortenbabys verstorben,wiki,0,0,0,7,5,1
Vatikan hat höchste Kriminalitätsrate der Welt,wiki,0,0,0,6,6,1
Dagi Bee: Neue Infos zur Hochzeit,bravo,0,1,0,4,6,0
Pride-Monat: Diese Stars hatten ein öffentliches Coming-out ,promi,0,1,0,7,7,0
US-Senat blockiert Alaska-Pläne von George W. Bush,wiki,0,0,0,5,7,1
Panamakanal wird ausgebaut,wiki,0,0,0,8,3,1
"""Thor 4"": Große Rückkehr neben Chris Hemsworth in Marvel-Film
",movie,0,0,1,6,8,0
Islamabad: Weniger Gewalt auf der Straße - mehr Streit unter den Politikern,wiki,0,1,0,5,11,1
Umgestürzter Güterzug legte Bremer Hauptbahnhof lahm,wiki,0,0,0,7,6,1
Die meisten Tiger sterben durch Menschenhand,wiki,0,0,0,6,6,1
Flirt mit „Bachelorette”-Rafi? Jetzt spricht Sarah Lombardi,promi,1,0,0,7,7,0
Berlin: Eröffnung des Flughafens Berlin Brandenburg auf Oktober 2013 verschoben,wiki,0,0,0,7,9,1
Zwei Unternehmen offerieren Online-Analyse des Erbguts – Kritiker warnen vor Risiken,wiki,0,0,0,6,11,1
Britney Spears gegen ihren Willen festgehalten? Jetzt spricht sie,promi,1,0,0,6,9,0
„True Blood“-Darsteller Nelsan Ellis (†39): Neue Details zu seiner Todesursache,promi,0,1,0,6,10,0
Handball-EM: Deutschland gewinnt sein letztes Hauptrundenspiel,wiki,0,0,0,9,6,1
"10 Fakten über ""Spider-Man""-Star Zendaya",bravo,0,0,1,7,4,0
Fall Kassandra: Tatverdächtiger festgenommen,wiki,0,0,0,10,4,1
Das sind die 10 am besten bewerteten Serien der Welt,promi,0,1,1,4,9,0
Geplante Gedenkveranstaltung in Wunsiedel zum Todestag von Rudolf Heß bleibt verboten,wiki,0,0,0,6,11,1
Neue Sendungen und Shows 2018,promi,0,1,0,5,4,0
GNTM-Toni: So heftig wurde sie gemobbt ,movie,0,1,0,5,6,0
 „Lindenstraße“: Timothy Boldt ist der Neue in der ARD-Serie ,movie,0,1,0,5,9,0
Jenny Frankhauser: So sehr leidet sie unter ihrem Lipödem,promi,0,1,0,5,9,0
Ex-Präsident von Liberia in Nigeria festgenommen,wiki,0,0,0,7,6,1
Die Tage nach Tschernobyl aus deutscher Sicht,wiki,0,0,0,5,7,1
Jessica Paszka und David verlobt? Jetzt klärt die „Bachelorette“ auf,promi,1,0,0,5,10,0
Frühere Sexsymbole Quiz: Erkennt ihr die Schönheiten?,promi,1,1,0,6,7,0
„Alle lieben Raymond“: So sehen die Stars heute aus,promi,0,1,0,4,9,0
Fotostrecke: Feiern zum 15. Wikipedia-Geburtstag,wiki,0,0,0,9,4,1
Zickenkrieg beim „Bachelor“: „Willst du mir jetzt eine klatschen“? ,promi,1,0,0,6,9,0
Diese Stars waren vor ihrer Karriere Stripper,promi,0,1,0,5,7,0
Unwetter richtet große Schäden in Westaustralien an,wiki,0,0,0,6,7,1
Geplante McAfee-Übernahme durch Intel einen Schritt weiter,wiki,0,0,0,7,7,1
Südengland: Jet der Royal Air Force nach Flugvorführung abgestürzt,wiki,0,0,0,6,9,1
"„Bares für Rares“: Wolfgang Pauritsch erklärt, warum er so selten in der Sendung zu sehen ist",promi,0,1,0,4,16,0
Syrische Armee setzt Panzer gegen Demonstranten ein,wiki,0,0,0,6,7,1
Massen-Überwachung: GCHQ und BND sollen kooperiert haben.,wiki,0,0,0,6,7,1
US-Schauspieler Peter Falk 83-jährig gestorben,wiki,0,0,0,8,4,1
Reality-Stars und ihre Sendungen Quiz ,promi,0,1,0,6,5,0
Royal-News 2020 Quiz ,promi,0,1,0,6,2,0
Zum 75. Geburtstag von Michail Gorbatschow,wiki,0,0,0,6,5,1
Erneut ausländischer Berichterstatter im Sudan verhaftet,wiki,0,0,0,8,6,1
"So sieht ein Babybauch aus, wenn man Drillinge erwartet",frau,0,1,0,5,9,0
Venezuela plant die Freilassung von 20.000 Häftlingen,wiki,0,0,0,6,6,1
Katar 2012: Die Wende in der globalen Klimapolitik?,wiki,1,0,0,5,7,1
„Unter Uns“: Hat ER was mit dem Tod von Irene zu tun?  ,movie,1,0,0,3,12,0
Diskussionen um Weihnachtsfeier an Lüneburger Gymnasium,wiki,0,0,0,8,6,1
Hat er sie geschlagen? Hayden Panettieres Freund festgenommen ,webde,1,0,0,6,8,0
Für 200 Leute stand die Zeit still,wiki,0,0,0,4,6,1
Wikileaks: Saudi-Arabien wollte Hisbollah-Entmachtung auf militärischem Weg,wiki,0,0,0,9,7,1
Deutsche Bahn: 173.000 Mitarbeiter wegen Korruptionsverdachts überprüft,wiki,0,0,0,9,6,1
BRAVO The Hits 2019: Die besten Songs des Jahres,bravo,0,1,0,4,8,0
Wiener Linien verlieren Prozess gegen homosexuellen Mitarbeiter,wiki,0,0,0,8,7,1
Warum „Dirty Dancing“ beinahe nicht veröffentlicht wurde – Teil 2,promi,0,0,1,6,9,0
"""The Old Guard 2"" auf Netflix: Sehen wir Rihanna in der Fortsetzung? ",movie,1,0,1,4,11,0
Elbehochwasser im März 2006,wiki,0,0,0,6,3,1
„The Voice of Germany“-Michael Patrick Kelly: Darum lebte er im Kloster,promi,0,1,0,5,11,0
Kate und William: Alle Sondersendungen zum Deutschlandbesuch ,movie,0,1,0,7,7,0
Landesmusikrat Schleswig-Holstein kürt Gitarre zum Instrument des Jahres 2013,wiki,0,0,0,8,8,1
General Electric an MTU interessiert,wiki,0,0,0,6,5,1
Schimpansen: Bestechung durch Obst,wiki,0,0,0,7,4,1
Norwegen: Zu wenig Arbeitslose,wiki,0,0,0,6,4,1
Haftbefehl gegen John Demjanjuk,wiki,0,0,0,7,4,1
Qantas vergibt Großauftrag an Boeing,wiki,0,0,0,6,5,1
GNTM: Wer hat gewonnen? Sie ist „Germany’s Next Topmodel“ 2019 ,promi,1,0,0,5,9,0
ATEEZ: So wird die EP der K-Pop-Stars ,bravo,0,1,0,4,7,0
Urteil: Tod von Dominik Brunner war Mord,wiki,0,0,0,4,7,1
„DSDS“: Ersetzt ER Xavier Naidoo?,bravo,1,0,0,5,5,0
So sehr hat sich „Gossip Girl“-Star Leighton Meester verändert,promi,0,1,0,5,9,0
Queen Victoria hat DIESEN Hochzeitsbrauch eingeführt – wir alle kennen ihn,promi,0,1,0,5,11,0
Megan Fox: So sehr hat sie sich über die Jahre verändert,promi,0,1,0,4,11,0
